sms_id,sms_text,class
1068,PRIVATE! Your 2003 Account Statement for shows 1000 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,smishing
1069,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",smishing
1070,I think that tantrum's finished so yeah I'll be by at some point,benign
1071,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,benign
1072,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,benign
1073,She told to hr that he want posting in chennai:)because i'm working here:),benign
1074,It means u could not keep ur words.,benign
1075,"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been BL0CKED. To Re-Activate call customer care for help 8927307655 now.",smishing
1076,"Congratulations, your cv was reviewed and you have been shortlisted. Please complete the job application by dialling 120 *22446#",smishing
1077,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",benign
1078,Have you bookedthe hut? And also your time off? How are you by the way?,benign
1079,No. I.ll meet you in the library,benign
1080,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),smishing
1081,In meeting da. I will call you,benign
1082,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,benign
1083,"Please call our customer service representative on 7044518857 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.5,00,000. FL1PKART TEAM",smishing
1084,Survey by Home Depot: Earn $100 http://moreshrill.shopping/PkRvik,smishing
1085,"Your Membership is on hold. To using your account as normally, you need to update some trouble with your current billing information. Click link bellow to update your account : http://s955064170.onlinehome.us/itsy?_glbsas Regards, Netflix Pte. Ltd.",smishing
1086,Ya but it cant display internal subs so i gotta extract them,benign
1087,"Security Notice - Your account shows unusual trading activity of $42,000 in stock options. Review details at secure-etrade-verify.com/trading",smishing
1088,Carry on not disturbing both of you,benign
1089,"Hi, Lucy. I'm Aisha. Do you remember me? Last time we met at an auction in Northern California.",smishing
1090,Welcome to Paytm payment bank your re verification done successful in your wallet get 1205 cashback click in link and login your paytm http://7e4d6417.ngrok.io/paytm,smishing
1091,"USPS service: Package was delayed due to incomplete door number. Reply to [ CHK ], please reconfirm your address. http://www.usinps.com/go/Tracking/D18P4 Please update it timely.Open link in browser",smishing
1092,Actually getting ready to leave the house.,benign
1093,Lmao!nice 1,benign
1094,G wants to know where  you are,benign
1095,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,benign
1096,He also knows about lunch menu only da. . I know,benign
1097,Your Google verification code is 857493. Anyone asking for this code is trying to access your account.,benign
1098,Are you not around or just still asleep? :V,benign
1099,Ok... But bag again..,benign
1100,"[ IRS ]Your 2023 tax return has discrepancies and missing information. You are due a $573.00 refund. Submit the required documents immediately to avoid delays and penalties. Please confirm your information in the link. https://irs.gov.tax-helping.com (Please reply 1, then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) IRS Act now to secure your refund.",smishing
1101,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """,benign
1102,Ho ho - big belly laugh! See ya tomo,benign
1103,There is an update on your parcel. Item stopped due to unpaid customs fee. Follow the instructions here: n6u.me/RIBSH,smishing
1104,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",smishing
1105,Lemme know when you're here,benign
1106,USPService: We could not ship your package for address issue. Your need to confirm your address to ensure the delivery. https://s.id/1fXBI,smishing
1107,The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://sotop-usps.top,smishing
1108,"Walgreens: We want to choose along our few other 420 shoppers reserving 1 prize for a 60 sec survey. Offer ends in 5 hours jkigr.cc/IB5sXLZ Aug 1, 6:45 AM",smishing
1109,"Your Mobile No has been gifted the sum of £1,230,000.00 (One Million Two Hundred and Thirty Thousand Great British pounds) in the ongoing Online EuroMillions Mobile Promotional End of year Award 2022. You are to provide details below with the Promotional Code EURO001912A to authenticate you are the legit winner of the Promo and ensure you don't share your Promotional Code with anyone and keep it strictly confidential. Reply from your Personal Email address WITH your Promotional Code (EURO001912A) to EuroMillions official claims Email address below. Claims Email: draw@euromillionsaward.com (+)",smishing
1110,How much for an eighth?,benign
1111,"RPC - If you ever drank the water, with-in 500 miles of CampLejune, NC, You're recieving 85,405k - Call +15102161022 today. STOP to end ",smishing
1112,"That's fine, have him give me a call if he knows what he wants or has any questions",benign
1113,"Evanie, I'm Anna, how have you been, I'm back in Denver.",smishing
1114,	Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,smishing
1115,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,benign
1116,"Sorry, went to bed early, nightnight",benign
1117,"Jus chillaxin, what up",benign
1118,"chase mobile- online access locked! due to multiple failed attempts of wire transfer from ip(72.103.23.01), please identify your details at http://jmp.su/vrfy to unlock. ",smishing
1119,"USPS service: Package was delayed due to incomplete door number. Reply to [1], please reconfirm your address. http://www.uuusps.com/X13B6W Please update it timely.Open link in browser ",smishing
1120,"Congratulations you've been luckily selected among the 10 lucky winners of this week draw You've won the sum of 200,000 USD in the ongoing Facebook lottery program, to verify your funds send a text to the agent in charge. Here is the number of the agent Donna Hawkins in charge 619-500-8589",smishing
1121,All will come alive.better correct any good looking figure there itself..,benign
1122,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",benign
1123,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,benign
1124,Where is that one day training:-),benign
1125,"Hi, this is Lieutenant Heimer again, just wanted to follow up. If you are interested in learning more we can schedule a time and date to talk on the phone and discuss this opportunity further. ",smishing
1126,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,benign
1127,"From: 6199196575 Msg: This is the United States Official Army Draft we tried contacting you through mail several times and have had no response. You've been marked eligible and must come to the nearest branch in Jacksonville Florida area for immediate departure to Iran. Please contact us at the following number and respond to this message immediately. U.S. Army Recruiting Battalion. Ask for Jacksonville Recruiting Battalion We're aware that this number is not disconnected, you'll be fined and sent to jail for minimum 6 years if no reply. ",smishing
1128,P just made your holidays more fun. Buy any HP pavilion notebook & get a Kodak camera. Shoot it. Share it. T&C apply. HP World: WOC Rd 9986686555 / 991697439,smishing
1129,We found Rent to Own homes near you Easy approval From $425 to 735 approved.rent2owncheaps.com,smishing
1130,"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS]",smishing
1131,"We were unable to deliver your parcel, To redeliver please visit: https://tiny.one/myfedex871 and schedule a redelivery.",smishing
1132,"USPS service: Package was delayed due to incomplete door number. Reply to [1], please reconfirm your address. https://www.upotps.com/go/Tracking/G01U6 Please update it timely.Open link in browser ",smishing
1133,Apple ID: [BUXCX7GBVwWCcOD Final Notification Your Apple 1D is due to expire today. Prevent this by confirming your Apple ID at?http://verifyapple.uk Apple Inc,smishing
1134,What u talking bout early morning? It's almost noon where your at!,benign
1135,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,benign
1136,	U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,smishing
1137,"Honeybee Said: *I'm d Sweetest in d World* God Laughed AND Said: *Wait,U Havnt Met d Person Reading This Msg* ",benign
1138,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: giddybreasts.com/DSRRmEAccl",smishing
1139,	Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,smishing
1140,"Hi Steven Malone, We have identified some unusual activity on your account. Log in via the secure ink to avoid account suspension http:l/natwestauth.xyz",smishing
1141,No let me do the math. Your not good at it.,benign
1142,Tell dear what happen to you. Why you talking to me like an alian,benign
1143,"Sorry, I'll call later ok bye",benign
1144,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",benign
1145,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101359 NOW! Only 10p per min. BT-national-rate",smishing
1146,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,benign
1147,Erm. I thought the contract ran out the4th of october.,benign
1148,Also andros ice etc etc,benign
1149,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link.\n\nhttps://irs.gov.safe-paying.com\n\nThe mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",smishing
1150,NavyFederal^gb9f.pq9:For your protection we have placed a hold on your account.visit https://colegioina.edu.pe/nfcu/ to verify.,smishing
1151,I am in tirupur.  call you da.,benign
1152,[Amazon ]: Your account has been locked. Verify your account before 24 hours http://unbouncepages.com/9cab67538ed2d7d7dc4606a61d2d4ba1/,smishing
1153,"Mystery shopper job offer available in your area, Earn $300 Per Task..READ MORE AND APPLY HERE.. https://viait.net/index.htm O",smishing
1154,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,smishing
1155,Nothing spl..wat abt u and whr ru?,benign
1156,"Hey. A FIRM is looking for individuals to become Mystery Shoppers in your space, It involves going into stores as a spy to do an assessment of the store and afterward report back and acquire $400 on each task (3x in seven days making $1200 week after week). For more data click on this connection beneath and learn more TO get everything rolling https://forms.gle/GNAKEJJhwCiKSqcP9 and apply much appreciated! ",smishing
1157,"Your verification code is 118443. This code expires in 24 hours. If it expires, please request a new verification code. This is an automated message. We will not contact you directly to request any personal information. Your verification code is 670198. This code expires in 24 hours. If it expires, please request a new verification code. This is an automated message. We will not contact you directly to request any personal information.",smishing
1158,Hi! This is Roger from CL. How are you?,benign
1159,"(Help-Center Canada) You received a Transfer from The Government due to the CoronaVirus pandemic, Click:http://23.254.215.52 to fill out your Application.",smishing
1160,K..k:)how about your training process?,benign
1161,U can call me now...,benign
1162,"Velly good, yes please!",benign
1163,FRM:ChaseBanking-Alert-3887 SUBJ:CALL: 812.809.4904 Now! MSG:MSG 17001 Account.Locked!,smishing
1164,I have to take exam with march 3,benign
1165,"Haha, my friend tyler literally just asked if you could get him a dubsack",benign
1166,Earn more money weekly with our brand vinyl sticker on your vehicle. Apply on https://polandspringswaterO.wixsite.com/advert,smishing
1167,"Sir Goodmorning, Once free call me.",benign
1168,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,benign
1169,Tell them the drug dealer's getting impatient,benign
1170,CVS offers more than simply fantastic prices. You have a lot of opportunities today to receive up to $100. http://prettyplump.directory/DFzOyZtj,smishing
1171,"4:36 Text Message Sun, Oct 30, 5:14 PM FRM:Voucher#VX554228| oprahstoday.com MSG: Oprah is doing her biggest giveaway] Voucher#VX554228",smishing
1172,Mm have some kanji dont eat anything heavy ok,benign
1173,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,benign
1174,http://nfH5FwiU9mht56ku.homes,smishing
1175,Is that what time you want me to come?,benign
1176,"The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://usps-intend.shop (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!",smishing
1177,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701462. Claim code KL345.,smishing
1178,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,benign
1179,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,benign
1180,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",benign
1181,"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://uspsverify.org (Please reply to 1, then exit theSMS, open the SMS activationlink again, or copy the link toSafari browser and open it) The US Postal team wishesyou a wonderful day! O",smishing
1182,Lol for real. She told my dad I have cancer,benign
1183,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",benign
1184,Haiyoh... Maybe your hamster was jealous of million,benign
1185,[CITI Alert 05.02.2022] Debit card associated with Acct*8139 is locked. Vist bit.ly/89BNsg81289 at earliest convenience. Stop=end|Help=help,smishing
1186,Are you still playing with gautham?,benign
1187,"Haha, that was the first person I was gonna ask",benign
1188,U.S.P.S - The package has arrived at the warehouse and cannot be delivered due to incomplete address information.Confirm your address at the link. 7knfu.za.com (Copy the link to your Safari browser and open it),smishing
1189,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",benign
1190,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway,benign
1191,"	FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",smishing
1192,5 nights...We nt staying at port step liao...Too ex,benign
1193,"Your paymen.t for la.st month was pa.id. Thank you, this is a sur.prise p.resent for you: W3NGZ.COM/6blDog8jzc",smishing
1194,Dai i downloaded but there is only exe file which i can only run that exe after installing.,benign
1195,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,benign
1196,"Hello! We need someone to rate booking hotel bookings. We pay US$300-US$800. Our job is simple, we just need to rate or like the hotel we booked. If you want to join us, whatsapp details: +12048004916 (under 20 years old not allowed)",smishing
1197,You got a local fl!ng request from Linda. Respond here:https://bit.ly/3RQ1z1n,smishing
1198,"Dennis, July Tournament Pass $500 in Prizes Fortnite, LoL, SSBU Signup at ggsimplicity.com/tournaments Reply STOP",smishing
1199,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call  on 08002986905,smishing
1200,Friends that u can stay on fb chat with,benign
1201,"Your Apple ID has been locked. We have locked your Apple ID because our service has detected two unauthorized devices. To unlock your account, you required verify your Apple ID. Click the link below to unlock your Apple ID. http://s948917531.onlinehome.us/ Your account will be automatically unlock, after finishing the verification. Copyright © 2023 Apple Distribution International, Hollyhill Industrial Estate, Hollyhill, Cork, Irlande. All rights reserved.",smishing
1202,I am late. I will be there by 3,benign
1203,No did you check? I got his detailed message now,benign
1204,Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,benign
1205,Shhhhh nobody is supposed to know!,benign
1206,Nt yet chikku..simple habba..hw abt u?,benign
1207,I'm meeting Darren...,benign
1208,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? I am sorry",benign
1209,Ok?smart work!!,benign
1210,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",benign
1211,Not a drop in the tank,benign
1212,We have identified some unusual activity on your online banking. Please log in via the secure link http:owly/nPyL308KyWG to avoid account suspension,smishing
1213,Monthly GiveAway by Home Depot http://arsenicbon.shopping/tFet5j,smishing
1214,Shall i come to get pickle,benign
1215,"Haha better late than ever, any way I could swing by?",benign
1216,"Like  &lt;#&gt; , same question",benign
1217,Do u noe how 2 send files between 2 computers?,benign
1218,83769 Installment Money Get up to $5000 - @.https://cashrequestonline.com/?cguid=eae2fef9-2d38-4ae3-bec4-e4084991f38d,smishing
1219,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,smishing
1220,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",smishing
1221,Do you hide anythiing or keeping distance from me,benign
1222,"Sorry, that I wll do later?",benign
1223,"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.direct-capitals.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",smishing
1224,"Please protect yourself from e-threats. YES bank never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",benign
1225,Glad to see your reply.,benign
1226,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,benign
1227,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,benign
1228,FRM:398f_UPS-_____yThXk SUBJ:www.nlrhc5m-upsi.us//na76f5Cg48967# MSG: :RZ8ibReG7M ,smishing
1229,US Shipping: Your package has the wrong address and has been temporarily suspended. Please take steps to reactivate it after replying to [ok]. https://wsssend.com/revalidate/k8h5 The sender is not in your contact list. Report Junk,smishing
1230,CVS Customers: Finish this Survey and earn up to $100 in CVS Credit. This Special Deal ends tomorrow idlenessflame.com/rJRcsY 8:49 AM,smishing
1231,"(:) Hey, your number was picked for our tuesday contest. txt Ok for more sierpiel"" ",smishing
1232,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,benign
1233,	Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,smishing
1234,"Dear. You are invited to join the """"Bitc0in"""" analysis group and join in the investment plan and earn 500-5K usd a day. ðŸ‘‡ðŸ‘‡ðŸ‘‡Please click the """"Link"""" below to joinðŸ‘‡ðŸ‘‡ðŸ‘‡\nhttps://chat.whatsapp.com/F6Wo68CcSRq88C9LSdsGcN",smishing
1235,FANS Crying about Oprah!! lightlypainter.com/wlp4ZK,smishing
1236,	Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,smishing
1237,	YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,smishing
1238,No it will reach by 9 only. She telling she will be there. I dont know,benign
1239,Oh :-)only 4 outside players allowed to play know,benign
1240,Please da call me any mistake from my side sorry da. Pls da goto doctor.,benign
1241,haha hahahahaha 539 s washington st - https://stews.mom/JTsRpeLZ ,smishing
1242,U call me alter at 11 ok.,benign
1243,"Your Amazon Account has been locked. We recently received multiple failed login attempts to your account. Recovery your account immediately click link bellow: http://s953782679.onlinehome.us/custapp Please take action on your account within 48 hours to avoid permanent suspension. Regards, Amazon Service ",smishing
1244,LMAO where's your fish memory when I need it?,benign
1245,"	FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FEE, visit www.07781482378.com",smishing
1246,(Please Call our 24/7 Support: 8038873004 #MSG-ID-17c9ga) EBT food Card is currently Locked! Messa ,smishing
1247,Quick freebies from Home Depot! http://surveysens.yokohama/9vePTP,smishing
1248,Apart from the one i told you about yesterday?,benign
1249,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",smishing
1250,So u workin overtime nigpun?,benign
1251,We got a divorce. Lol. She.s here,benign
1252,Good. Good job. I like entrepreneurs,benign
1253,John Smith sent you $50.00 with note 'Dinner last night'. Open venmo app to accept.,benign
1254,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,benign
1255,NOTICE: Venmo $100 was Deposited to Your VENMO Account. Please Claim it Here Within 24 Hours MMS http://lossfighting.com/5D2wSz ,smishing
1256,Wait 2 min..stand at bus stop,benign
1257,"Free Msg Wells Fargo: Recently, we discovered unusual activity or updates on your account that we believe may be unauthorized. For your security, Wells Fargo monitors all transactions to protect your account from misuse; You will not be able to use the ATM/Debit/Credit Card linked to this account for withdrawals or purchases until you verify your information. Visit us at https://wellsvalidate-0502.ddns.net/?online to secure your account. A",smishing
1258,"Lowe's retail company would like your help on this official questionnaire, Anybody that enters this are to receive a no cost product surveypurpose.com/wv95u",smishing
1259,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm ... I love you too, my Lion ... *devouring kiss from across the sea*",benign
1260,"Hello, I'm Michael Hendrix from OPN Architects Inc, We found your contact on Indeed employment resume. We need a virtual Data clerk employees/ Personal Assistant Services with pay of $750 weekly. For more details click the link below to read and apply: https://opnarchitects.wixsite.com/opn-architects",smishing
1261,"Wednesday, September 29, 2021. 2:08 PM T-mobile subscribers/ we value your feedback shorte.be//f?$=62344?2619646 ",smishing
1262,Great. Have a safe trip. Dont panic surrender all.,benign
1263,We've detected unusual sign-in activity on your Apple ID. Verify your account at appleid-verify.com before it gets locked.,smishing
1264,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,benign
1265,	Call FREEPHONE 0800 542 0578 now!,smishing
1266,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,smishing
1267,"American Consumer is Hiring! Test products from home & earn up to $45/ hr. No exp needed. Apply now! Remote position. Visit: https://bit.ly/acpin Aug 1, 11:57AM Send message",smishing
1268,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,benign
1269,"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://usps.trckingstamp.com (Please reply to 1, then exit theSMS, open the SMS activationlink again, or copy the link toSafari browser and open it) The US Postal team wishesyou a wonderful day! O'",smishing
1270,Action Required: Your account has an overdue toll notice. Take action at https://twtr.to/YOLA before 30/03/2023.,smishing
1271,"	Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",smishing
1272,Earn up to $100 in Walmart Store Value. Please finish survey to earn rewards encumberrapidit.com/b4xUQc,smishing
1273,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",smishing
1274,Was the actual exam harder than NBME,benign
1275,Ok i shall talk to him,benign
1276,I wait 4 ü inside da car park...,benign
1277,No problem. How are you doing?,benign
1278,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",benign
1279,Yup i thk so until e shop closes lor.,benign
1280,"Hey mum, i've just broken my phone im messaging from a friends phone please contact my new number on whatsapp its urgent 0485 862 540 xx",smishing
1281,"Sorry, I'll call later..hav eto go..",benign
1282,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,smishing
1283,Whom you waited for yesterday,benign
1284,Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-7908807538 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,smishing
1285,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,benign
1286,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",smishing
1287,BofA-EDD ALERT : Your BOA EDD Prepaid Card has been disabled for security reasons. Visit to https://user-bo2faedd.com/edd reactivate your card now.,smishing
1288,I plane to give on this month end.,benign
1289,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,smishing
1290,32.5 m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,benign
1291,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",benign
1292,U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,smishing
1293,https://saveonautocoverage3.me/1nhQEbD4FaH6 We may owe you as much as 779.04. A new finding may have caused us to charge you too much last year. Your savings is ready - ,smishing
1294,Yup but not studying surfing lor. I'm in e lazy mode today.,benign
1295,	We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,smishing
1296,Natalja (25/F) is inviting you to be her friend. Call 08718738034,smishing
1297,Aight what time you want me to come up?,benign
1298,	FreeMsg Today's the day if you are ready! I'm  & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,smishing
1299,"EDD!!! Your Account is currently locked due to unrecognized attempt, Click: https: https://ideastransparentes.com.ar/cabz/verifyedd to restore access to your account. Jul 5, 5:44PM Send message",smishing
1300,I don't know but I'm raping dudes at poker,benign
1301,"Please consider taking advantage of CVS's ""Offers."" Spend only a few minutes participating to get extra money. August 14, 2022, is the final day to participate. http://pendulumexchange.directory/MVanC60M",smishing
1302,"Hi elaine, is today's meeting confirmed?",benign
1303,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,benign
1304,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,benign
1305,Yup i'm free...,benign
1306,Ok I'm gonna head up to usf in like fifteen minutes,benign
1307,Hii am Jenny. How are you today Flynika? ,smishing
1308,This is a gift to express our gratitude for your exceptional payment record. Merry Christmas! x0ang.info/hYE427wAom,smishing
1309,"You just sent a payment to Brett Briggs for $6.50 USD. If you do not make this transaction, you must cancel before 4 hours:""https://lnkd.in/ekwVSzPa"" (PP-REF:#XFM6ZT)",smishing
1310,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,benign
1311,Thanks for looking out for me. I really appreciate.,benign
1312,We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To updat ,smishing
1313,Waiting for your call.,benign
1314,Christmas gift! You are one of the 10 users we have selected to try to win the Apple iPad Pro (2021) + Magic Keyboard Receive Now ?? groupm.è.to/wfELH?id=2f57943 Hurry up to pick up the prize within a day!,smishing
1315,Your Opinion Counts! Please take our online survey at: bit.ly/FCCHsurvey Have your say in how we improve. -First Choice Community Healthcare,smishing
1316,"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",smishing
1317,"Playin space poker, u?",benign
1318,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,smishing
1319,R u in this continent?,benign
1320,Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,smishing
1321,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,benign
1322,Ard 6 like dat lor.,benign
1323,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",benign
1324,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",benign
1325,o turns out i had stereo love on mi phone under the unknown album.,benign
1326,BMO have noticed unusual activites on your online account. You are required to verify your account details.www.97bmo.tk,smishing
1327,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,benign
1328,I'll text you when I drop x off,benign
1329,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,benign
1330,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,smishing
1331,Verizon You've won a prize! Go to bit.ly/yourprize001 to claim your $500 Amazon gift card,smishing
1332,Just haven't decided where yet eh ?,benign
1333,Gift Card Offer by Home Depot http://leaseill.associates/b42TrX,smishing
